"","game_seconds_remaining","ydstogo","posteam_score","first_down","runningRush","runningPass","yardline_100","play_type"
"2006",1385,5,15,1,167,121,19,"pass"
"2007",1264,5,15,0,171,121,5,"pass"
"2008",1171,5,13,0,132,66,70,"pass"
"2009",786,7,18,0,216,128,8,"pass"
"2010",653,14,13,0,134,68,79,"run"
"2011",502,10,21,0,225,160,40,"run"
"2012",407,11,13,1,133,91,76,"pass"
"2013",236,4,24,1,229,199,69,"pass"
"2014",141,5,24,0,234,199,27,"pass"
"2015",64,14,21,1,139,169,79,"pass"
"2016",3221,6,0,1,18,57,6,"pass"
"2017",3177,4,0,1,0,23,69,"pass"
"2018",3070,8,0,1,2,42,39,"pass"
"2019",2951,1,0,0,11,42,22,"pass"
"2020",2824,3,0,1,10,65,3,"pass"
"2021",2733,5,7,1,16,74,70,"pass"
"2022",2696,9,7,1,26,74,59,"run"
"2023",2633,10,7,0,26,74,50,"pass"
"2024",2548,1,7,1,18,72,82,"run"
"2025",2460,7,7,0,21,72,73,"pass"
"2026",2395,6,7,1,26,85,68,"pass"
"2027",2197,9,7,1,40,106,46,"run"
"2028",2095,1,7,1,47,110,25,"run"
"2029",1981,2,7,0,50,114,15,"pass"
"2030",1838,10,7,1,22,147,22,"pass"
"2031",1817,1,10,1,59,152,66,"pass"
"2032",1732,26,14,1,33,147,91,"run"
"2033",1583,10,14,0,36,161,48,"pass"
"2034",1520,2,17,1,60,167,87,"pass"
"2035",1290,10,14,0,43,167,43,"pass"
"2036",1120,1,17,1,81,232,67,"run"
"2037",1032,7,17,1,101,232,62,"run"
"2038",856,2,17,1,106,261,13,"run"
"2039",761,7,17,0,109,261,8,"pass"
"2040",692,1,14,1,49,173,66,"run"
"2041",613,5,14,0,49,178,58,"pass"
"2042",428,5,20,1,129,303,35,"run"
"2043",290,8,20,0,139,303,8,"run"
"2044",207,10,14,0,49,196,57,"pass"
"2045",148,1,23,1,150,303,19,"run"
"2046",110,3,23,0,158,303,10,"run"
"2047",51,10,14,0,54,196,92,"run"
"2048",3472,10,0,0,6,25,55,"pass"
"2049",3346,1,0,1,2,28,75,"pass"
"2050",3236,1,0,1,9,28,45,"run"
"2051",3109,2,0,1,8,43,34,"pass"
"2052",2985,6,0,1,12,54,24,"pass"
"2053",2901,6,0,0,12,58,9,"pass"
"2054",2750,1,0,1,74,32,56,"run"
"2055",2695,8,3,0,14,58,73,"pass"
"2056",2594,6,7,1,74,49,61,"pass"
"2057",2516,16,7,1,74,91,54,"pass"
"2058",2401,26,7,0,75,98,32,"pass"
"2059",2236,8,3,1,23,85,56,"pass"
"2060",2087,3,3,0,34,91,35,"pass"
"2061",2012,4,10,1,81,107,69,"pass"
"2062",1931,5,10,1,86,132,55,"pass"
"2063",1825,3,10,0,108,135,7,"run"
"2064",1410,1,10,1,141,152,9,"run"
"2065",1064,18,13,0,62,206,22,"pass"
"2066",848,9,17,0,156,213,19,"pass"
"2067",527,6,16,0,89,249,10,"pass"
"2068",401,5,20,1,157,243,89,"pass"
"2069",183,6,20,1,169,253,45,"pass"
"2070",109,2,20,0,194,253,10,"run"
"2071",49,2,16,0,89,257,67,"pass"
"2072",17,10,16,0,89,264,60,"pass"
"2073",3521,10,0,1,24,0,75,"run"
"2074",3395,8,0,0,36,2,37,"pass"
"2075",3298,10,0,0,5,20,55,"pass"
"2076",3169,4,3,1,42,19,87,"pass"
"2077",2988,9,3,1,48,35,57,"pass"
"2078",2898,2,3,0,56,35,40,"pass"
"2079",2719,10,0,0,5,63,11,"pass"
"2080",2623,11,3,0,50,56,60,"pass"
"2081",2600,10,3,0,50,59,17,"pass"
"2082",2474,5,3,0,6,67,70,"pass"
"2083",2277,1,6,0,65,67,36,"run"
"2084",2149,12,3,0,5,76,61,"pass"
"2085",2052,13,6,1,82,67,75,"run"
"2086",1891,3,6,0,104,76,8,"run"
"2087",1809,1,3,0,5,134,17,"qb_spike"
"2088",1562,2,6,1,66,134,20,"run"
"2089",1441,9,6,1,67,147,13,"pass"
"2090",1350,7,9,0,111,76,72,"pass"
"2091",1071,5,13,0,112,186,6,"pass"
"2092",815,3,16,1,119,192,81,"pass"
"2093",715,9,16,1,119,221,74,"pass"
"2094",434,10,9,1,118,139,75,"pass"
"2095",287,5,23,0,175,226,28,"run"
"2096",268,10,9,0,121,139,75,"pass"
"2097",230,22,9,0,130,165,61,"run"
"2098",123,6,26,0,179,226,49,"pass"
"2099",84,1,9,0,130,174,71,"pass"
"2100",8,4,9,1,130,235,37,"pass"
"2101",3516,4,0,1,4,23,67,"pass"
"2102",3375,1,0,0,5,45,23,"run"
"2103",3079,8,0,0,4,34,14,"pass"
"2104",2946,5,3,1,8,79,81,"pass"
"2105",2712,4,3,0,28,98,10,"pass"
"2106",2642,5,3,0,6,41,70,"pass"
"2107",2459,1,6,0,40,98,1,"run"
"2108",2333,3,3,0,13,41,68,"pass"
"2109",2131,2,9,1,70,118,34,"run"
"2110",1922,9,3,0,14,61,54,"pass"
"2111",1846,1,15,1,90,135,74,"run"
"2112",1817,3,15,0,93,149,46,"pass"
"2113",1718,2,3,0,16,67,67,"pass"
"2114",1633,11,18,0,95,146,69,"pass"
"2115",1472,9,3,0,84,67,9,"pass"
"2116",1360,9,18,0,97,146,74,"pass"
"2117",1183,1,13,0,111,76,48,"pass"
"2118",1103,2,18,1,109,154,48,"run"
"2119",1050,6,18,1,109,170,32,"pass"
"2120",926,3,18,1,120,170,13,"run"
"2121",819,3,18,0,127,170,3,"run"
"2122",597,8,13,0,118,85,62,"run"
"2123",335,7,21,1,138,216,40,"run"
"2124",264,1,21,0,140,223,19,"run"
"2125",120,7,13,1,129,150,54,"pass"
"2126",3530,12,0,0,4,8,77,"pass"
"2127",3406,10,0,0,-2,8,74,"pass"
"2128",3243,6,0,1,8,42,33,"pass"
"2129",3068,1,0,0,0,15,66,"run"
"2130",2665,3,0,1,7,52,41,"pass"
"2131",2312,8,14,0,69,100,51,"pass"
"2132",2147,7,14,0,72,108,72,"pass"
"2133",2091,10,14,1,63,101,72,"pass"
"2134",2010,8,14,1,65,109,53,"pass"
"2135",1920,6,14,1,67,152,41,"pass"
"2136",1899,10,14,1,72,124,65,"pass"
"2137",1829,3,14,0,72,148,26,"pass"
"2138",1792,10,21,0,67,152,75,"pass"
"2139",1730,1,14,1,78,153,61,"run"
"2140",1638,6,14,0,78,157,55,"pass"
"2141",1233,2,14,1,86,181,67,"pass"
"2142",1142,1,14,1,93,185,34,"run"
"2143",1055,2,14,0,101,185,24,"pass"
"2144",943,8,28,1,97,251,43,"pass"
"2145",747,1,28,1,116,264,1,"run"
"2146",630,18,14,0,101,198,72,"pass"
"2147",464,12,35,0,129,262,54,"pass"
"2148",303,10,14,0,106,220,60,"pass"
"2149",277,10,35,0,129,262,39,"pass"
"2150",158,9,35,1,166,262,9,"run"
"2151",120,4,21,0,108,224,69,"pass"
"2152",36,13,42,0,162,262,34,"qb_kneel"
"2153",3528,6,0,0,4,0,74,"pass"
"2154",3334,1,0,1,3,44,1,"pass"
"2155",3205,3,0,1,11,41,34,"run"
"2156",3126,5,0,0,20,41,22,"run"
"2157",2997,2,7,0,6,44,67,"pass"
"2158",2825,6,7,0,56,57,47,"pass"
"2159",2694,5,7,1,9,70,79,"pass"
"2160",2510,8,7,0,16,70,42,"pass"
"2161",2422,10,7,0,57,62,88,"pass"
"2162",2288,2,7,0,19,70,60,"run"
"2163",2083,8,7,1,62,98,33,"pass"
"2164",1980,3,7,0,60,109,15,"pass"
"2165",1875,14,7,0,19,113,54,"pass"
"2166",1672,1,7,1,31,130,54,"run"
"2167",1427,10,7,0,42,168,16,"run"
"2168",1320,8,10,0,62,161,91,"pass"
"2169",1200,6,7,1,44,193,45,"pass"
"2170",1104,1,7,1,49,201,13,"run"
"2171",975,6,7,0,52,201,6,"pass"
"2172",900,11,10,1,61,221,76,"pass"
"2173",540,10,10,0,48,224,70,"pass"
"2174",474,3,10,0,50,226,3,"pass"
"2175",352,18,17,1,79,243,83,"run"
"2176",257,6,17,1,97,261,51,"pass"
"2177",210,9,17,1,98,272,32,"pass"
"2178",148,10,17,0,98,272,21,"pass"
"2179",89,10,17,0,53,227,75,"pass"
"2180",3440,2,0,1,22,8,55,"run"
"2181",3319,7,0,0,25,12,42,"pass"
"2182",3046,3,0,0,15,27,17,"pass"
"2183",2884,8,3,0,12,72,15,"pass"
"2184",2810,1,0,1,54,12,84,"run"
"2185",2700,1,0,0,60,14,73,"run"
"2186",2495,8,3,1,24,92,45,"pass"
"2187",2296,2,3,0,30,110,6,"pass"
"2188",2199,5,0,0,62,17,90,"pass"
"2189",1989,3,3,1,52,151,3,"pass"
"2190",1937,2,0,0,70,17,67,"pass"
"2191",1868,10,10,0,52,156,52,"pass"
"2192",1828,5,0,0,70,37,56,"pass"
"2193",1467,7,13,0,73,222,7,"pass"
"2194",1327,2,0,1,80,44,46,"run"
"2195",1156,11,16,1,88,223,65,"run"
"2196",1037,1,16,0,88,230,41,"run"
"2197",852,1,0,1,102,57,76,"run"
"2198",785,10,0,0,102,57,73,"pass"
"2199",643,11,16,0,90,248,77,"pass"
"2200",613,17,16,0,90,262,83,"pass"
"2201",287,2,16,1,95,293,67,"pass"
"2202",136,10,16,0,98,306,23,"pass"
"2203",23,11,19,0,96,306,26,"qb_kneel"
"2204",3492,9,0,0,3,16,56,"pass"
"2205",3323,7,0,0,9,30,51,"pass"
"2206",3230,8,0,0,6,33,10,"run"
"2207",3060,12,0,0,12,22,80,"run"
"2208",2937,6,3,1,10,45,71,"pass"
"2209",2808,1,3,0,14,50,50,"pass"
"2210",2721,6,0,1,16,32,76,"pass"
"2211",2619,12,0,0,14,32,68,"pass"
"2212",2564,7,3,0,17,55,92,"pass"
"2213",2432,7,0,1,22,53,55,"pass"
"2214",2262,3,0,0,29,60,15,"pass"
"2215",1969,13,3,1,22,130,27,"pass"
"2216",1869,5,3,0,34,75,57,"pass"
"2217",1850,10,10,1,22,150,80,"pass"
"2218",1717,4,10,1,22,184,70,"pass"
"2219",1544,13,10,0,23,191,34,"pass"
"2220",1372,11,3,0,43,116,18,"pass"
"2221",1299,4,10,1,24,207,67,"pass"
"2222",1162,11,10,1,25,227,57,"pass"
"2223",1107,10,10,1,25,272,45,"pass"
"2224",979,7,6,0,46,128,62,"pass"
"2225",728,8,17,0,31,309,18,"pass"
"2226",657,2,6,0,46,136,67,"pass"
"2227",554,3,20,1,31,325,77,"pass"
"2228",333,5,20,1,36,353,52,"pass"
"2229",277,9,20,0,37,353,39,"pass"
"2230",159,3,6,0,46,159,75,"pass"
"2231",64,10,6,0,46,206,29,"pass"
"2232",3455,1,0,1,4,19,56,"run"
"2233",3334,1,0,0,4,28,43,"run"
"2234",3098,5,0,0,9,56,10,"pass"
"2235",3022,1,0,1,4,7,66,"run"
"2236",2942,2,0,0,12,8,56,"pass"
"2237",2591,2,3,0,12,56,67,"pass"
"2238",2484,11,14,0,52,60,65,"pass"
"2239",2333,13,3,0,12,73,87,"pass"
"2240",2244,4,14,0,52,66,60,"pass"
"2241",2128,5,3,1,17,113,70,"pass"
"2242",2016,1,14,1,56,72,56,"run"
"2243",1909,6,14,1,70,84,36,"pass"
"2244",1871,1,3,1,31,113,66,"run"
"2245",1815,6,3,0,31,136,38,"pass"
"2246",1792,10,21,0,69,113,75,"pass"
"2247",1700,2,6,1,27,153,68,"pass"
"2248",1589,11,21,0,73,123,40,"pass"
"2249",1459,11,6,0,30,152,76,"pass"
"2250",1137,10,24,1,87,160,10,"pass"
"2251",1100,7,6,0,33,152,72,"pass"
"2252",960,2,6,1,37,213,10,"run"
"2253",900,3,6,0,39,216,3,"pass"
"2254",809,4,31,0,87,166,69,"pass"
"2255",714,7,13,0,41,236,17,"run"
"2256",577,9,31,0,82,172,79,"pass"
"2257",333,1,31,0,79,181,28,"run"
"2258",246,19,20,0,44,307,84,"pass"
"2259",190,7,34,0,87,181,16,"pass"
"2260",149,2,20,1,44,329,67,"pass"
"2261",116,10,20,0,44,329,53,"pass"
"2262",34,11,37,0,85,181,48,"qb_kneel"
"2263",3514,4,0,1,21,0,62,"run"
"2264",3386,21,0,0,16,0,65,"pass"
"2265",3257,4,0,0,6,18,42,"pass"
"2266",3094,7,0,0,7,21,35,"pass"
"2267",3012,2,0,1,24,2,67,"pass"
"2268",2899,5,0,1,32,10,60,"pass"
"2269",2653,4,0,0,81,10,4,"pass"
"2270",2465,5,3,1,14,54,47,"pass"
"2271",2384,12,3,0,12,58,37,"pass"
"2272",2298,16,3,0,85,10,77,"run"
"2273",2212,19,6,0,12,77,70,"pass"
"2274",2040,7,3,0,89,51,38,"run"
"2275",1973,2,6,0,20,77,67,"pass"
"2276",1919,2,6,0,90,58,27,"pass"
"2277",1834,3,6,1,26,126,34,"pass"
"2278",1727,5,12,0,31,143,70,"pass"
"2279",1543,7,6,0,109,58,48,"pass"
"2280",1440,14,12,0,29,151,99,"pass"
"2281",1170,3,6,0,117,70,45,"pass"
"2282",961,12,19,0,38,168,42,"pass"
"2283",864,12,6,0,115,70,55,"pass"
"2284",779,8,19,0,40,168,66,"pass"
"2285",604,1,6,1,128,114,22,"pass"
"2286",458,20,19,0,40,181,85,"pass"
"2287",327,4,13,1,149,125,70,"run"
"2288",161,3,13,1,162,141,42,"pass"
"2289",48,11,19,0,52,181,45,"run"
"2290",3521,2,0,1,4,17,67,"pass"
"2291",3437,7,0,1,7,35,51,"pass"
"2292",3352,1,0,1,18,35,24,"run"
"2293",3217,11,0,0,22,35,23,"pass"
"2294",3124,5,0,0,27,35,6,"pass"
"2295",3106,15,0,0,6,0,80,"run"
"2296",2840,7,0,0,9,0,83,"pass"
"2297",2714,6,3,1,30,95,55,"pass"
"2298",2627,5,3,1,28,108,18,"pass"
"2299",2463,3,0,1,9,22,74,"pass"
"2300",2325,5,0,0,10,66,24,"pass"
"2301",2234,5,10,0,29,124,70,"pass"
"2302",2181,1,3,1,17,75,64,"run"
"2303",2092,3,3,1,17,97,50,"pass"
"2304",1820,20,10,0,48,162,35,"pass"
"2305",1359,4,13,1,50,214,69,"pass"
"2306",1253,8,13,1,52,222,19,"pass"
"2307",1142,11,13,0,52,231,12,"pass"
"2308",1063,8,10,0,63,131,73,"pass"
"2309",900,5,16,1,75,264,21,"pass"
"2310",789,6,16,0,78,264,6,"pass"
"2311",727,1,10,1,70,137,66,"run"
"2312",605,1,10,1,77,146,53,"run"
"2313",422,9,10,1,77,171,36,"pass"
"2314",223,7,10,1,82,194,7,"pass"
"2315",155,2,19,0,87,264,54,"run"
"2316",112,15,17,0,83,200,96,"pass"
"2317",33,12,21,0,84,264,38,"qb_kneel"
"2318",3518,6,0,1,4,19,87,"pass"
"2319",3388,5,0,0,9,30,52,"pass"
"2320",3151,14,0,0,6,40,42,"pass"
"2321",2718,7,0,1,23,98,34,"pass"
"2322",2557,4,7,1,63,100,36,"pass"
"2323",2438,3,7,0,66,104,5,"pass"
"2324",2384,6,7,0,27,98,77,"pass"
"2325",2191,1,10,1,89,132,17,"run"
"2326",1979,6,10,1,97,138,6,"pass"
"2327",1923,2,7,1,27,119,67,"pass"
"2328",1907,1,7,1,29,128,45,"run"
"2329",1875,3,7,1,29,146,36,"pass"
"2330",1826,9,7,0,29,157,24,"pass"
"2331",1643,14,10,0,36,170,65,"pass"
"2332",1512,9,17,0,98,141,70,"pass"
"2333",1460,10,10,0,36,170,93,"pass"
"2334",1333,4,17,0,99,172,4,"pass"
"2335",1045,23,10,0,47,228,27,"pass"
"2336",954,12,20,0,99,182,77,"pass"
"2337",863,1,13,1,57,251,41,"run"
"2338",674,8,13,0,69,264,11,"pass"
"2339",541,20,20,0,114,199,70,"pass"
"2340",319,3,13,0,89,315,14,"run"
"2341",174,12,20,0,120,199,52,"pass"
"2342",53,8,13,1,89,357,33,"pass"
"2343",26,10,13,0,89,357,24,"pass"
"2344",3559,7,0,0,0,3,72,"pass"
"2345",3470,1,0,0,2,5,67,"run"
"2346",3218,7,0,1,5,32,53,"pass"
"2347",3110,4,0,1,11,38,20,"pass"
"2348",2921,13,0,0,11,40,13,"pass"
"2349",2803,10,0,0,14,67,37,"pass"
"2350",2710,6,3,0,15,40,86,"pass"
"2351",2645,14,0,0,14,68,73,"pass"
"2352",2511,11,3,0,24,40,86,"pass"
"2353",2384,7,0,0,45,68,34,"pass"
"2354",2263,9,3,1,25,78,29,"pass"
"2355",2149,17,3,0,23,80,26,"pass"
"2356",2012,1,0,1,55,68,66,"run"
"2357",1886,3,6,1,24,117,52,"pass"
"2358",1830,1,6,1,35,117,12,"run"
"2359",1641,8,6,1,51,141,54,"pass"
"2360",1534,14,6,0,56,141,47,"run"
"2361",1281,2,0,1,80,110,49,"pass"
"2362",1159,6,0,1,84,117,32,"pass"
"2363",1001,2,0,1,104,120,5,"run"
"2364",900,3,0,1,103,123,3,"pass"
"2365",744,4,6,1,121,141,31,"run"
"2366",643,1,6,0,130,141,11,"pass"
"2367",565,7,7,1,109,126,72,"run"
"2368",313,2,7,1,123,154,24,"pass"
"2369",182,6,9,1,129,153,71,"pass"
"2370",119,8,9,0,126,158,62,"pass"
"2371",96,9,14,0,128,169,36,"pass"
"2372",58,2,9,1,126,169,49,"pass"
"2373",45,1,9,1,126,183,37,"pass"
"2374",28,4,9,0,126,188,26,"pass"
"2375",3484,5,0,0,2,5,63,"pass"
"2376",3435,8,0,1,0,12,89,"pass"
"2377",3353,7,0,1,0,23,76,"pass"
"2378",3108,2,0,1,7,55,38,"pass"
"2379",2935,10,0,0,14,66,10,"run"
"2380",2600,13,0,0,21,35,25,"pass"
"2381",2512,5,7,1,17,93,56,"pass"
"2382",2442,8,7,0,17,95,46,"pass"
"2383",2357,13,3,0,27,35,48,"run"
"2384",1998,10,3,0,45,78,18,"pass"
"2385",1824,20,6,0,56,96,22,"run"
"2386",1639,23,14,0,30,198,57,"pass"
"2387",1400,23,9,0,67,154,49,"pass"
"2388",1247,6,14,0,28,204,89,"pass"
"2389",1191,7,9,1,70,162,33,"pass"
"2390",1073,1,9,1,82,162,16,"run"
"2391",954,17,9,0,82,167,20,"pass"
"2392",870,5,14,1,39,226,48,"run"
"2393",736,15,12,0,82,173,67,"pass"
"2394",677,6,14,1,43,262,78,"pass"
"2395",535,6,14,0,70,262,15,"pass"
"2396",329,7,12,0,83,186,59,"pass"
"2397",152,7,14,1,79,278,66,"pass"
"2398",120,9,14,0,80,278,54,"pass"
"2399",94,10,14,0,80,280,75,"pass"
"2400",3375,4,0,1,9,46,32,"pass"
"2401",3175,6,0,1,4,11,65,"pass"
"2402",3075,2,0,0,7,16,46,"pass"
"2403",2795,3,7,0,29,50,68,"pass"
"2404",2586,2,7,1,15,120,7,"run"
"2405",2428,7,7,1,31,66,74,"pass"
"2406",2270,11,7,0,30,102,44,"pass"
"2407",2061,4,14,0,19,139,70,"pass"
"2408",1890,4,7,1,52,123,48,"pass"
"2409",1852,11,7,0,51,123,37,"pass"
"2410",1837,10,14,0,19,143,75,"pass"
"2411",1549,8,10,1,60,169,27,"pass"
"2412",1419,2,14,1,24,162,89,"pass"
"2413",1291,8,14,0,28,162,76,"pass"
"2414",1051,5,10,0,65,197,5,"pass"
"2415",900,1,14,0,40,169,56,"run"
"2416",716,10,14,0,40,169,34,"pass"
"2417",603,5,13,0,67,230,55,"pass"
"2418",424,12,17,0,43,185,72,"pass"
"2419",234,7,13,1,85,269,16,"pass"
"2420",168,19,13,0,85,282,19,"pass"
"2421",113,6,17,0,47,185,82,"pass"
"2422",44,8,13,0,87,326,9,"pass"
"2423",3152,23,7,0,44,5,39,"run"
"2424",2972,18,0,0,38,31,40,"pass"
"2425",2843,13,7,0,51,5,66,"pass"
"2426",2778,1,0,1,48,31,57,"run"
"2427",2700,12,0,0,44,39,58,"pass"
"2428",2516,2,7,1,72,38,27,"run"
"2429",2321,7,7,0,81,46,11,"pass"
"2430",2143,1,0,1,67,99,16,"run"
"2431",2049,1,10,1,89,55,59,"run"
"2432",1909,15,10,0,86,72,37,"pass"
"2433",1840,16,7,0,83,106,82,"run"
"2434",1745,6,7,1,87,132,68,"pass"
"2435",1618,7,7,0,95,142,25,"run"
"2436",1517,10,10,0,85,72,66,"pass"
"2437",1441,22,10,0,93,142,50,"pass"
"2438",1296,19,10,0,82,73,89,"run"
"2439",1087,3,10,0,98,155,27,"pass"
"2440",941,20,10,0,97,73,85,"run"
"2441",846,5,13,0,103,159,61,"pass"
"2442",749,10,10,0,97,73,82,"pass"
"2443",455,11,13,0,118,173,47,"pass"
"2444",250,10,13,0,118,192,21,"pass"
"2445",192,11,17,0,105,83,76,"pass"
"2446",109,9,16,0,161,192,13,"run"
"2447",49,2,17,1,105,125,35,"pass"
"2448",3521,9,0,1,1,16,74,"pass"
"2449",3375,9,0,1,2,50,45,"pass"
"2450",3267,16,0,0,3,60,29,"pass"
"2451",3182,8,0,1,2,9,73,"pass"
"2452",2947,8,0,1,4,56,26,"pass"
"2453",2717,14,3,0,12,74,66,"pass"
"2454",2655,8,7,0,12,69,75,"pass"
"2455",2308,3,7,0,24,84,48,"pass"
"2456",2257,1,10,0,22,84,43,"pass"
"2457",2036,5,7,1,25,107,70,"pass"
"2458",1956,7,7,1,25,132,48,"pass"
"2459",1911,24,7,0,25,145,40,"pass"
"2460",1861,20,17,0,35,109,85,"pass"
"2461",1839,11,10,0,25,149,49,"pass"
"2462",1683,7,10,0,28,166,55,"pass"
"2463",1540,3,10,1,35,171,68,"run"
"2464",1417,3,10,0,42,171,56,"pass"
"2465",1223,8,24,0,68,133,63,"pass"
"2466",900,1,10,0,69,201,12,"run"
"2467",640,7,24,0,71,151,54,"pass"
"2468",317,7,16,0,104,248,7,"pass"
"2469",263,10,24,0,71,151,80,"pass"
"2470",181,8,16,0,106,248,56,"pass"
"2471",133,8,24,0,73,151,42,"pass"
"2472",31,1,16,0,106,307,34,"pass"
"2473",3564,2,0,1,2,8,52,"run"
"2474",3450,5,0,0,7,8,45,"pass"
"2475",3368,7,0,1,3,31,89,"pass"
"2476",3157,15,0,0,20,31,51,"pass"
"2477",3063,5,0,0,12,8,82,"pass"
"2478",2916,14,0,0,13,8,85,"pass"
"2479",2824,6,0,0,14,11,26,"pass"
"2480",2732,5,7,1,48,83,70,"pass"
"2481",2629,2,7,0,56,83,52,"pass"
"2482",2443,7,3,1,39,31,46,"pass"
"2483",2221,10,7,1,56,123,46,"pass"
"2484",2129,5,7,1,61,131,26,"pass"
"2485",2036,5,10,1,84,43,70,"pass"
"2486",1935,4,10,1,91,47,52,"run"
"2487",1827,12,10,0,104,64,37,"pass"
"2488",1723,2,14,1,67,156,67,"run"
"2489",1487,5,14,1,76,208,6,"run"
"2490",1368,2,14,0,75,207,2,"pass"
"2491",1279,2,10,0,107,69,82,"pass"
"2492",1057,4,17,0,93,207,16,"pass"
"2493",900,6,10,0,110,78,82,"pass"
"2494",712,17,10,0,117,103,22,"pass"
"2495",586,12,17,0,97,214,78,"pass"
"2496",395,7,10,1,126,106,62,"run"
"2497",309,9,10,0,127,106,49,"pass"
"2498",210,5,17,1,102,219,50,"pass"
"2499",145,6,17,0,117,219,30,"pass"
"2500",79,22,10,0,127,150,58,"pass"
"2501",3483,11,0,1,-1,22,65,"pass"
"2502",3351,5,0,0,2,27,41,"pass"
"2503",3112,2,0,1,12,46,2,"run"
"2504",2994,1,0,1,13,43,42,"run"
"2505",2838,4,7,0,15,49,69,"pass"
"2506",2718,19,7,0,13,100,75,"pass"
"2507",2594,1,7,1,22,101,12,"run"
"2508",2518,5,7,0,25,101,5,"pass"
"2509",2442,4,7,1,13,119,76,"pass"
"2510",2147,11,7,0,18,171,11,"pass"
"2511",1920,2,10,0,45,121,30,"run"
"2512",1914,7,10,1,45,133,35,"pass"
"2513",1825,11,10,0,58,132,11,"pass"
"2514",1729,8,10,0,54,138,68,"pass"
"2515",1674,5,10,1,22,176,85,"pass"
"2516",1536,2,10,1,58,145,19,"run"
"2517",1422,8,10,1,60,158,14,"pass"
"2518",1310,1,10,0,36,184,88,"run"
"2519",1079,1,10,0,95,163,23,"run"
"2520",810,10,10,0,36,214,50,"pass"
"2521",565,2,13,1,123,211,19,"run"
"2522",446,1,13,1,133,211,8,"run"
"2523",275,3,10,1,36,266,61,"pass"
"2524",175,5,13,0,153,211,80,"run"
"2525",127,9,10,1,69,267,66,"run"
"2526",56,8,10,0,73,275,8,"pass"
"2527",3346,4,0,0,27,36,14,"run"
"2528",3174,1,3,1,36,62,26,"pass"
"2529",3015,5,0,1,4,33,70,"pass"
"2530",2915,7,0,1,8,33,39,"run"
"2531",2700,17,0,0,17,49,18,"pass"
"2532",2644,9,10,0,47,70,74,"pass"
"2533",2443,7,3,0,12,57,84,"pass"
"2534",2301,10,10,0,47,110,13,"pass"
"2535",2028,6,3,1,27,99,32,"pass"
"2536",1920,16,3,0,28,99,24,"pass"
"2537",1877,1,13,1,49,119,59,"run"
"2538",1832,2,13,0,53,123,49,"pass"
"2539",1497,8,3,1,55,150,8,"pass"
"2540",1219,11,13,0,79,145,27,"pass"
"2541",1159,15,10,1,55,167,80,"pass"
"2542",971,8,10,0,62,180,50,"pass"
"2543",867,7,10,0,67,185,38,"pass"
"2544",589,1,16,1,91,176,19,"run"
"2545",175,2,17,0,75,258,8,"pass"
"2546",120,1,17,1,76,265,1,"run"
"2547",54,8,22,1,96,253,39,"pass"
"2548",3552,2,0,1,77,0,69,"run"
"2549",3478,3,0,1,7,6,68,"pass"
"2550",3407,7,0,1,10,65,59,"pass"
"2551",3361,8,7,0,79,0,73,"pass"
"2552",3295,1,7,0,16,65,46,"run"
"2553",3167,11,7,0,78,5,98,"pass"
"2554",2974,2,7,1,49,84,17,"run"
"2555",2893,7,7,0,81,5,75,"pass"
"2556",2457,13,14,0,89,99,36,"pass"
"2557",2327,10,14,0,117,5,26,"pass"
"2558",2227,8,14,1,86,138,73,"pass"
"2559",2067,7,14,1,113,146,12,"pass"
"2560",1929,14,17,0,118,41,53,"pass"
"2561",1890,13,21,0,119,146,83,"pass"
"2562",1716,8,21,0,121,146,68,"pass"
"2563",1656,10,27,0,118,75,80,"pass"
"2564",1530,2,21,0,123,152,59,"pass"
"2565",1505,10,27,0,118,81,42,"pass"
"2566",1313,4,21,1,142,172,35,"run"
"2567",1183,6,30,1,122,88,71,"pass"
"2568",1086,2,30,0,130,88,41,"run"
"2569",969,8,28,1,155,224,48,"pass"
"2570",895,9,28,0,156,230,15,"pass"
"2571",734,6,30,1,134,118,54,"pass"
"2572",674,16,30,0,128,118,47,"pass"
"2573",584,6,31,0,161,230,94,"run"
"2574",401,7,30,0,135,128,40,"pass"
"2575",267,7,33,0,139,127,72,"pass"
"2576",211,15,38,0,168,305,73,"run"
"2577",147,10,33,1,139,157,80,"pass"
"2578",25,1,33,0,150,183,1,"pass"
"2579",3384,2,0,0,9,59,8,"run"
"2580",3296,6,0,0,4,0,58,"pass"
"2581",3187,7,7,1,16,78,65,"pass"
"2582",3029,2,7,1,26,98,22,"run"
"2583",2902,3,7,1,29,114,12,"pass"
"2584",2823,4,0,0,8,2,69,"pass"
"2585",2716,11,14,1,38,156,73,"pass"
"2586",2498,16,0,0,11,15,81,"pass"
"2587",2142,12,0,0,11,44,52,"pass"
"2588",1916,1,0,1,13,53,66,"run"
"2589",1886,3,0,1,13,82,57,"pass"
"2590",1834,3,0,0,13,99,28,"pass"
"2591",1638,7,0,0,24,123,48,"pass"
"2592",1482,6,0,0,27,159,6,"pass"
"2593",1298,3,0,1,39,166,57,"run"
"2594",1230,1,0,0,39,175,36,"run"
"2595",1064,10,35,0,116,343,70,"pass"
"2596",900,19,0,1,48,209,56,"pass"
"2597",616,19,35,0,141,357,22,"run"
"2598",523,3,6,1,69,230,68,"pass"
"2599",303,10,6,0,69,273,20,"pass"
